method,secure_feasible_ratio,allocated_ratio,avg_security_level,avg_security_margin,avg_functional_score,avg_q_share,avg_risk,avg_latency,avg_SCI
latency_first,0.31666666666666665,0.575,0.32744909273356104,-0.16855090726643895,-0.15972564408744366,0.3287386151363531,0.24575838951260554,28.61072302201169,0.15885240372245088
pqc_trust,0.31666666666666665,0.575,0.3187392133710667,-0.17726078662893333,-0.18226385134934026,0.2833321036592387,0.2465935073776334,31.59933046257364,0.1556376379116016
proposed_hybrid,0.31666666666666665,0.575,0.3392955431646564,-0.1567044568353436,-0.13309283063288901,0.3977906523743681,0.24216547836997718,31.109488309014534,0.16569777304930797
qkd_priority,0.3,0.575,0.3042316010686203,-0.1917683989313797,-0.18722950003202338,0.4195613191132546,0.24577775441372163,33.64996983582442,0.15598009139108465
