flow_id,n_time_steps,path_switches,status_switches,path_switch_rate,status_switch_rate,unique_paths_used,blocked_fraction,secure_fraction
F1,24,14,2,0.6086956521739131,0.08695652173913043,5,0.041666666666666664,0.0
F2,24,11,2,0.4782608695652174,0.08695652173913043,3,0.0,0.0
F3,24,7,8,0.30434782608695654,0.34782608695652173,4,0.041666666666666664,0.3333333333333333
F4,24,9,13,0.391304347826087,0.5652173913043478,5,0.041666666666666664,0.3333333333333333
F5,24,4,4,0.17391304347826086,0.17391304347826086,2,0.0,0.9166666666666666
