time,flow_id,mission,src,dst,path,hop_count,traffic_demand,key_demand,security_req,priority,path_available,service_feasible,key_feasible,resource_feasible,secure_feasible,functional_score,q_path_raw,p_path_raw,q_path_norm,p_path_norm,q_share,trust_path,latency_path,risk_path,degradation_path,security_level,security_margin,service_deficit,key_deficit,qkd_edge_fraction,method,selection_score,selection_status,allocated,SCI,regime,secure_feasible_ratio,allocated_ratio
23,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> SAT_1 -> GW_1 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,True,False,False,False,-0.5010680464833732,0.008849775891023736,5.564292016041355,0.06527396843386717,0.22147540122405562,0.2276342176854151,0.8175390743188419,61.55171383673071,0.2901963738032958,0.9388970985400864,0.09542320953959717,-0.42457679046040286,0.0,0.5022001061299147,0.6666666666666666,proposed_hybrid,-0.5010680464833732,degraded_unallocated,False,0.10398593623787744,sparse,0.2,0.6
23,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,False,0.08047041142075295,0.044527248431504046,15.746293726724232,0.3284230295043932,0.6267494069082229,0.3438363765372735,0.9056712227233354,17.5296798948147,0.1825533418318565,0.7066185330633258,0.44191756833525037,-0.038082431664749616,0.0,0.0,0.5,proposed_hybrid,0.08047041142075295,best_effort_allocated,True,0.10398593623787744,sparse,0.2,0.6
23,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.37919254281146025,0.09229434753576693,16.780884110668595,0.6807424732398637,0.6679291867842697,0.5047503357694061,0.8697776796556358,9.33244439955557,0.15694223684893047,0.582465997833432,0.6463275838590863,0.18632758385908627,0.0,0.0,0.5,proposed_hybrid,0.37919254281146025,secure_allocated,True,0.10398593623787744,sparse,0.2,0.6
23,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.029674346457551945,0.07502916925281813,9.638006716503172,0.553398378188896,0.3836213840653719,0.590594137371808,0.8170347725437477,21.526304013723973,0.21615531113531442,0.8893151759210637,0.4367463807929346,-0.0032536192070654057,0.0,0.0,0.6666666666666666,proposed_hybrid,0.029674346457551945,best_effort_allocated,True,0.10398593623787744,sparse,0.2,0.6
0,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> BS_3 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6637751153633171,0.0,5.800118469599881,0.0,0.23086199672812818,0.0,0.8608848274514418,58.56010585018206,0.21777204367989647,0.9237615497165228,0.07328256056697487,-0.506717439433025,0.17141164720001698,1.0,0.5,latency_first,-54.69122580028465,degraded_unallocated,False,0.20495846104479643,sparse,0.4,0.6
0,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.49236748845676626,0.01367091503450224,4.298273460147995,0.1008336128973942,0.17108409055681595,0.3708240089427431,0.7958935058919384,38.87650568175444,0.26127428367864763,0.9151298479982465,0.08754289914036044,-0.43245710085963956,0.21849573451854631,0.23101102930924894,0.6666666666666666,latency_first,-35.419586719652045,degraded_unallocated,False,0.20495846104479643,sparse,0.4,0.6
0,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> BS_1 -> DC_1,3.0,6.0,0.03,0.48,0.88,True,True,True,True,False,-0.09189393157408776,0.02547594401002104,13.835738003377946,0.18790486737859255,0.5507035965573002,0.2544038913083748,0.8953458576314318,23.794811838125618,0.17418584544822183,0.7784051369116722,0.32814038418792596,-0.15185961581207402,0.0,0.0,0.3333333333333333,latency_first,-19.6664542408649,best_effort_allocated,True,0.20495846104479643,sparse,0.4,0.6
0,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.36619692465855713,0.08922058305970042,16.71637000386743,0.658071073663812,0.6653613331117435,0.49724570011637637,0.8763466499647596,9.034063768115338,0.15528536501906845,0.5905891389692952,0.6341479534076283,0.1741479534076283,0.0,0.0,0.5,latency_first,-4.962901248329677,secure_allocated,True,0.20495846104479643,sparse,0.4,0.6
0,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,True,0.04789699857974919,0.08486636709972081,7.835738003377946,0.6259553502120772,0.3118857193658495,0.667442886131855,0.8280715985894953,22.14600982191736,0.21057883138332942,0.8941341665464454,0.44679976802096366,0.006799768020963659,0.0,0.0,0.6666666666666666,latency_first,-18.42680949173654,secure_allocated,True,0.20495846104479643,sparse,0.4,0.6
1,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6678091579514007,0.0,5.703604145186595,0.0,0.22702043904897018,0.0,0.8323303622974586,51.65469077128521,0.2584746251168027,0.923194504277381,0.06527187727747746,-0.5147281227225224,0.18519940783048647,1.0,0.6666666666666666,latency_first,-48.00998821003152,degraded_unallocated,False,0.08536741262673757,sparse,0.2,0.4
1,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> SAT_1 -> UAV_1 -> BS_2 -> BS_1,4.0,5.5,0.04,0.52,0.94,True,True,False,False,False,-0.6373791129806217,0.0,5.703604145186595,0.0,0.22702043904897018,0.0,0.8393075388953952,68.48060410045102,0.27394785620806966,0.9773976865386693,0.06680685612902351,-0.45319314387097653,0.0,1.0,0.75,latency_first,-64.83196211839018,degraded_unallocated,False,0.08536741262673757,sparse,0.2,0.4
1,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.15615324289515292,0.05327127230426993,16.726440958945936,0.39291699469449665,0.6657621871306001,0.37113886948936914,0.9031328158790606,16.363944155101915,0.18064328702285049,0.7026869354657976,0.49438655078413646,0.014386550784136476,0.0,0.0,0.5,latency_first,-12.209566649752313,secure_allocated,True,0.08536741262673757,sparse,0.2,0.4
1,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> GW_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,False,-0.08221423185344777,0.04420841495593445,9.07919130257998,0.3260713850699733,0.36137886558287213,0.47431997407858334,0.8570767039434387,14.989601566554063,0.18187491286456736,0.7970433601191643,0.3105166261683343,-0.1494833738316657,0.0,0.0,0.5,latency_first,-11.067967872566005,best_effort_allocated,True,0.08536741262673757,sparse,0.2,0.4
1,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> SAT_2 -> SAT_1 -> UAV_1 -> BS_2 -> BS_1,5.0,4.5,0.02,0.44,0.78,True,True,False,False,False,-0.720377831395419,0.0,5.076783109402071,0.0,0.20207109419146915,0.0,0.8253119293700456,96.65718925618815,0.32776919827111395,0.9941336145004617,0.05250061684757114,-0.3874993831524289,0.0,1.0,0.8,latency_first,-93.18616800588015,degraded_unallocated,False,0.08536741262673757,sparse,0.2,0.4
2,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6578887206384738,0.0,5.848115450914168,0.0,0.23277241959297415,0.0,0.8468091056104846,50.02013027734621,0.26750553388805004,0.9230048145556532,0.07104559205114497,-0.508954407948855,0.16455493558369025,1.0,0.6666666666666666,latency_first,-46.32109581706989,degraded_unallocated,False,0.1019667643486517,sparse,0.2,0.6
2,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.42655957485511786,0.015237335072160367,4.749126036483244,0.11238717689170749,0.18902936642459606,0.37286333276594413,0.8090888521052007,37.86813977413486,0.2549049877985454,0.9149848583641228,0.10487570964465148,-0.41512429035534854,0.1365225388212283,0.14289990219097926,0.6666666666666666,latency_first,-34.33250548920595,degraded_unallocated,False,0.1019667643486517,sparse,0.2,0.6
2,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,False,0.046701117008819196,0.03433326474865304,16.86134815668431,0.2532344849216218,0.6711318955608878,0.2739546680499523,0.9068601531689644,15.666646785164353,0.1924409670868006,0.706883223440224,0.4207975534064637,-0.059202446593536295,0.0,0.0,0.5,latency_first,-11.517227953493132,best_effort_allocated,True,0.1019667643486517,sparse,0.2,0.6
2,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.3511658922613431,0.08904592630067007,15.891131870714378,0.656782844457096,0.6325143965889023,0.5094115022880624,0.8766208914924636,8.811522009648389,0.14994485457028173,0.6027136091514396,0.6187186390447508,0.15871863904475075,0.0,0.0,0.5,latency_first,-4.728307261326634,secure_allocated,True,0.1019667643486517,sparse,0.2,0.6
2,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.012496506461262102,0.07172943607993673,9.318444018058864,0.5290602840248043,0.3709018365200316,0.5878695024458495,0.8319605727752185,21.439000771557545,0.2086574843307658,0.9026954531459529,0.42092030865820473,-0.01907969134179527,0.0,0.0,0.6666666666666666,latency_first,-17.696512876342986,best_effort_allocated,True,0.1019667643486517,sparse,0.2,0.6
3,F1,satellite_telemetry_backhaul,SAT_1,DC_1,BLOCKED,,7.0,0.05,0.58,1.0,False,False,False,False,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,-0.58,1.0,1.0,0.0,latency_first,-1.0,blocked,False,0.0568913300001624,sparse,0.2,0.2
3,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> SAT_1 -> GW_1 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,True,False,False,False,-0.5203917109545863,0.00717110867948847,5.520634369430267,0.05289249438005975,0.2197376968095832,0.19400820631515261,0.8424603791916271,62.39676073536743,0.2851001040424492,0.9488844045297911,0.09331411889550324,-0.4266858811044968,0.0,0.5966251367787735,0.6666666666666666,latency_first,-58.754659047494194,degraded_unallocated,False,0.0568913300001624,sparse,0.2,0.2
3,F3,uav_control_and_data_return,UAV_1,DC_1,BLOCKED,,6.0,0.03,0.48,0.88,False,False,False,False,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,-0.48,1.0,1.0,0.0,latency_first,-1.0,blocked,False,0.0568913300001624,sparse,0.2,0.2
3,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.49712648559443867,0.11936429126300331,16.639231182989167,0.8804043261632135,0.6622909782032106,0.5706922965742677,0.8840566947538864,8.55697062387404,0.13875108184379498,0.5911747148695545,0.7567457924270673,0.2967457924270673,0.0,0.0,0.5,latency_first,-4.414189313792198,secure_allocated,True,0.0568913300001624,sparse,0.2,0.2
3,F4,gateway_to_edge_service_sync,GW_2,BS_1,BLOCKED,,4.5,0.02,0.44,0.78,False,False,False,False,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,-0.44,1.0,1.0,0.0,latency_first,-1.0,blocked,False,0.0568913300001624,sparse,0.2,0.2
4,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6406584907634041,0.0,5.960034571553119,0.0,0.2372271340609955,0.0,0.84700308618959,47.48459615851147,0.25407425330754535,0.9192007779677821,0.07309288928915775,-0.5069071107108423,0.14856648977812587,1.0,0.6666666666666666,latency_first,-43.75772923417862,degraded_unallocated,False,0.09906801516458857,sparse,0.2,0.6
4,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.38240082033230927,0.01627362081102429,5.049070614374729,0.12003058881987616,0.20096805431911774,0.37392864856410735,0.8095569633368188,35.848909384260274,0.2511446256614798,0.9166244935276395,0.114554980228635,-0.40544501977136505,0.08198716102277649,0.08460882937988365,0.6666666666666666,latency_first,-32.30341381889914,degraded_unallocated,False,0.09906801516458857,sparse,0.2,0.6
4,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,False,0.08206337196089998,0.03561939502889246,17.68514447573081,0.26272069432940354,0.7039214435863571,0.2717869250929538,0.907450533760291,14.473019655830411,0.1841573656640443,0.67580499847338,0.4409001489222966,-0.03909985107770336,0.0,0.0,0.5,latency_first,-10.304081718357045,best_effort_allocated,True,0.09906801516458857,sparse,0.2,0.6
4,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.40838197264499765,0.09383653880130384,17.46838898651219,0.6921173312278208,0.6952939292855596,0.4988552067623542,0.8863458743878716,8.629930002924404,0.1426781544390503,0.5954674119215637,0.668542892719135,0.208542892719135,0.0,0.0,0.5,latency_first,-4.483556939863146,secure_allocated,True,0.09906801516458857,sparse,0.2,0.6
4,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> BS_2 -> UAV_1 -> GW_1 -> BS_1,4.0,4.5,0.02,0.44,0.78,True,True,True,True,False,-0.18443930934376954,0.028119395028892463,11.685144475730809,0.2074023710992576,0.4651035663949064,0.3084022899070054,0.8701787191786206,40.0933331115721,0.20701216625479815,0.9168397568935488,0.2948072272015961,-0.14519277279840392,0.0,0.0,0.5,latency_first,-36.156463848188594,best_effort_allocated,True,0.09906801516458857,sparse,0.2,0.6
5,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6679118421470154,0.0,5.55743754913294,0.0,0.22120257301799784,0.0,0.8417354218056392,45.03025713816584,0.2606877889340004,0.9128786648706855,0.06472295065533964,-0.5152770493446603,0.2060803501238657,1.0,0.6666666666666666,latency_first,-41.34295560700564,degraded_unallocated,False,0.2995417934104006,sparse,0.6,0.6
5,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> GW_2 -> UAV_2 -> BS_2 -> BS_1,4.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.6808120081472369,0.0,4.803305483668389,0.0,0.19118586985195646,0.0,0.8202844694780939,51.067450718014314,0.2871871269761895,0.9758633804174736,0.04649622471856105,-0.47350377528143894,0.12667173024211112,1.0,0.75,latency_first,-47.540402624576224,degraded_unallocated,False,0.2995417934104006,sparse,0.6,0.6
5,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.14160461432187946,0.04469973331926439,17.88094316536403,0.32969523947418555,0.7117148148222027,0.3165854200408491,0.9053109993836788,14.0914444886245,0.18467881285368093,0.6548278120731686,0.48077246824520264,0.0007724682452026621,0.0,0.0,0.5,latency_first,-9.934247117413468,secure_allocated,True,0.2995417934104006,sparse,0.6,0.6
5,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.43173757352686276,0.10129362848665116,17.742046603472556,0.7471191575705183,0.7061863178121839,0.5140826689404564,0.8722334459146194,8.476205881651495,0.15322944879145567,0.6099852733341973,0.7005907377804841,0.24059073778048407,0.0,0.0,0.5,latency_first,-4.42149754966131,secure_allocated,True,0.2995417934104006,sparse,0.6,0.6
5,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,True,0.07492259500956351,0.08188544019872786,9.695819634074319,0.603968699834135,0.3859225104401361,0.6101364408183726,0.8267127981579482,21.091757746148883,0.20451222513415593,0.9017907573052034,0.4677247302015841,0.027724730201584113,0.0,0.0,0.6666666666666666,latency_first,-17.367218205627452,secure_allocated,True,0.2995417934104006,sparse,0.6,0.6
6,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> GW_2 -> BS_3 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.726323892968028,0.0,4.9155726386415965,0.0,0.19565443712346064,0.0,0.8777350190753572,50.15563071092361,0.254618832979739,0.9515022445952956,0.061146200902135864,-0.5188537990978641,0.2977753373369148,1.0,0.5,latency_first,-46.276193281506295,degraded_unallocated,False,0.0910022889464131,sparse,0.2,0.4
6,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.37636899598314105,0.016107276112553165,5.146456099296936,0.11880366751352325,0.2048442867821813,0.3670768374607953,0.81283660279746,36.61594442424852,0.25018544267774867,0.9055837100011441,0.11634599879986057,-0.40365400120013945,0.06428070921873896,0.09396571866888441,0.6666666666666666,latency_first,-33.052132295616715,degraded_unallocated,False,0.0910022889464131,sparse,0.2,0.4
6,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> GW_1 -> BS_2 -> DC_1,3.0,6.0,0.03,0.48,0.88,True,True,True,True,False,-0.06850408081281291,0.024619082334801624,14.256724280436629,0.18158484723015095,0.5674601047262813,0.24242182896482925,0.8754487134782777,16.17079484902878,0.15323500121694214,0.7156719742527496,0.3278274300686307,-0.1521725699313693,0.0,0.0,0.3333333333333333,latency_first,-12.100021284071277,best_effort_allocated,True,0.0910022889464131,sparse,0.2,0.4
6,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.4064650865271615,0.09186327603038238,18.25867208311282,0.677562986190508,0.7267495512039677,0.48248731542882933,0.8769953955912486,8.400320007338049,0.15451179818204397,0.5865347100127057,0.6726359274766396,0.21263592747663956,0.0,0.0,0.5,latency_first,-4.324366625745894,secure_allocated,True,0.0910022889464131,sparse,0.2,0.4
6,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> SAT_2 -> UAV_2 -> BS_2 -> BS_1,4.0,4.5,0.02,0.44,0.78,True,True,False,False,False,-0.6607759953806938,0.0,4.9155726386415965,0.0,0.19565443712346064,0.0,0.8073228263431655,64.30993872211255,0.3216214710990532,0.9762051127638574,0.0456555185010537,-0.3943444814989463,0.0,1.0,0.75,latency_first,-60.916567532594826,degraded_unallocated,False,0.0910022889464131,sparse,0.2,0.4
7,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6677437728351838,0.0,5.509356101698102,0.0,0.21928878814988445,0.0,0.8389290937308623,44.71805301561725,0.2532870901236434,0.9118474010649307,0.0632443552882377,-0.5167556447117623,0.21294912832884258,1.0,0.6666666666666666,latency_first,-41.02998172721023,degraded_unallocated,False,0.20946794250693235,sparse,0.4,0.6
7,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,True,False,False,-0.32531929209476407,0.020091350799873994,5.467401517870938,0.14818931169035743,0.2176188707085421,0.40510113994323604,0.790998710045188,37.31658206479473,0.2542234102427811,0.8969756221745211,0.1334523294584819,-0.3865476705415181,0.00592699675073857,0.0,0.6666666666666666,latency_first,-33.87003533505435,degraded_unallocated,False,0.20946794250693235,sparse,0.4,0.6
7,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.15832359445627045,0.045839650288579246,18.379098464386093,0.3381030121893972,0.7315428799928896,0.316088730542031,0.9008554706032453,14.469448126664496,0.1844917247733453,0.651927528127419,0.49333915623368274,0.013339156233682758,0.0,0.0,0.5,latency_first,-10.334154223194957,secure_allocated,True,0.20946794250693235,sparse,0.4,0.6
7,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.47834153781872824,0.10915646827780906,19.042077317660166,0.8051137059804017,0.7579314137198456,0.5150930679050405,0.8578842919689184,8.429628124923347,0.16295072745067737,0.5698655822764086,0.7526162186963135,0.29261621869631343,0.0,0.0,0.5,latency_first,-4.4661081199801105,secure_allocated,True,0.20946794250693235,sparse,0.4,0.6
7,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.017944378671676503,0.07089662807329672,9.910092158848222,0.5229176783581422,0.39445119535796214,0.5700189894604688,0.8143339034559105,19.060667664526285,0.21265267574682645,0.8877561310078906,0.4242612197683615,-0.015738780231638494,0.0,0.0,0.6666666666666666,latency_first,-15.414303498740386,best_effort_allocated,True,0.20946794250693235,sparse,0.4,0.6
8,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> UAV_2 -> BS_2 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5543701564577356,0.014412769919929014,5.422167194738495,0.10630536867631436,0.21581840987076173,0.3300140373237879,0.8299018339568797,49.73219726168833,0.24744840401073565,0.9610111573670832,0.11816464068432919,-0.46183535931567077,0.22540468646592934,0.487545958402524,0.75,latency_first,-46.077584899925405,degraded_unallocated,False,0.2171339461140832,sparse,0.4,0.6
8,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.4031461370809827,0.012811351039936901,5.422167194738495,0.09449366104561277,0.21581840987076173,0.30451171546941763,0.7891638816806865,35.958902231292186,0.25227373243860746,0.8965857309374567,0.10270585198668082,-0.4172941480133192,0.014151419138455523,0.2793615040035492,0.6666666666666666,latency_first,-32.51763028776597,degraded_unallocated,False,0.2171339461140832,sparse,0.4,0.6
8,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.19928526156979176,0.051523606175537744,18.8987052512366,0.3800266000534853,0.7522247782945409,0.3356380105343307,0.8918963961316858,14.490104976825545,0.19049655601265908,0.6385141405882224,0.5237329874109312,0.043732987410931234,0.0,0.0,0.5,latency_first,-10.411616108192435,secure_allocated,True,0.2171339461140832,sparse,0.4,0.6
8,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.5373209956211863,0.12204975082262523,19.39624904869925,0.9002116754886336,0.7720285038811748,0.5383267825964346,0.869772156144189,7.879299346068883,0.15146626632510166,0.5638195154208986,0.8138791226169987,0.35387912261699866,0.0,0.0,0.5,latency_first,-3.8333710979981417,secure_allocated,True,0.2171339461140832,sparse,0.4,0.6
8,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.0331455740591939,0.07049728983972058,10.717180983548605,0.5199722488270594,0.4265757353279435,0.5493353295673079,0.8095764085976088,18.428625039978197,0.2118221054593159,0.8850589201308238,0.4360506276439312,-0.003949372356068792,0.0,0.0,0.6666666666666666,latency_first,-14.804387207908785,best_effort_allocated,True,0.2171339461140832,sparse,0.4,0.6
9,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> UAV_1 -> BS_2 -> DC_1,3.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.6929454659189167,0.0,5.2940400646918215,0.0,0.21071856833603184,0.0,0.8234412556308831,48.71258832745656,0.2603438259175854,0.903363990281774,0.05598043199000859,-0.5240195680099914,0.24370856218688264,1.0,0.6666666666666666,latency_first,-45.11606970113731,degraded_unallocated,False,0.30656916278175556,transition,0.6,0.6
9,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.4522337074469265,0.009658392540964901,5.450321221955356,0.07123814406196359,0.21693902403981524,0.2472025959974858,0.781536730915441,37.88616681238972,0.26070722035562466,0.8845876792769911,0.08874162085339383,-0.4312583791466062,0.00903250509902617,0.45671541957072426,0.6666666666666666,latency_first,-34.49989759852376,degraded_unallocated,False,0.30656916278175556,transition,0.6,0.6
9,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.1485905123764764,0.0431051980548792,19.079419175088965,0.3179343038532354,0.7594177309067676,0.2951071642279492,0.8845840035592031,14.933797620662638,0.1977956090430411,0.6314478440491382,0.49121032681034954,0.011210326810349558,0.0,0.0,0.5,latency_first,-10.906468820952703,secure_allocated,True,0.30656916278175556,transition,0.6,0.6
9,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.4384780329749436,0.09626298958799274,19.57377521484953,0.7100142897505007,0.7790945742388327,0.47680482395918816,0.8436827929596674,7.968941382917237,0.1679216717360075,0.5309928948994027,0.7067106322213769,0.24671063222137685,0.0,0.0,0.5,latency_first,-4.086370761590914,secure_allocated,True,0.30656916278175556,transition,0.6,0.6
9,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,True,0.11824442493629674,0.0861330410580829,10.908299834222364,0.635298054139528,0.434182835029473,0.5940246904581548,0.8047900209042047,18.515684606168307,0.2150740910562777,0.8649817857223923,0.5018500101389284,0.06185001013892838,0.0,0.0,0.6666666666666666,latency_first,-14.921882683759838,secure_allocated,True,0.30656916278175556,transition,0.6,0.6
10,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> GW_2 -> BS_3 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.7083702169933979,0.0,5.207732078107581,0.0,0.20728325331257907,0.0,0.8389829297132347,48.01161328938962,0.2540666589345323,0.93648175876604,0.05785370852757221,-0.5221462914724277,0.2560382745560599,1.0,0.5,latency_first,-44.32483195869251,degraded_unallocated,False,0.3091403907911832,transition,0.6,0.6
10,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.37809422529860093,0.016486517363894844,5.220053442936876,0.12160086619671312,0.20777368034468466,0.3691871988093336,0.7635254376863864,37.042399945640234,0.2624491245162301,0.8797280452908822,0.10835422885430532,-0.41164577114569467,0.05089937401147715,0.07263339828091483,0.6666666666666666,latency_first,-33.74967100624076,degraded_unallocated,False,0.3091403907911832,transition,0.6,0.6
